date,industry,subindustry,type_of_product,generic_product_type,product,price_sar,company,source,url,unit_of_measurement,total_quantity,channel
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,E3 Champú Seco para Perros Sin Agua De 16 Oz - Champú Seco con Aroma A Aceite De Argán para Perros Y Gatos - Sin Enjuague - Champú Sin Agua para El Aseo De Mascotas - Suaviza El Pelaje Y Controla El,1445.12,E3,amazon,https://www.amazon.com.mx/E3-Champ%C3%BA-Seco-para-Perros/dp/B0D45FTHHP/ref=sr_1_119?dib=eyJ2IjoiMSJ9.FlKBjr86anQHY6n2fpmr8TSPHxg6uj6J8GfwQtrWG-tPojksXJiJD7U1GvBonToTdyebc9qPmM0p6w8g1VlGMkU1fzdxca43TRF9ABbHmdWmNFeun0tThfmWCaXvg0mlbhIncH-NpLv0xP1qfI0PYuz4-_tXWqwFH5pAczlTn3CNn43GUpMZ6A8UFar25Bo1DlGnTLHMJIPfFFG6qiXn2JQOKTJdVgnAvtEYyjnXWJCvmRMagP8vUnfiSDxSTYPkTK4iKmIjcvC4iJBce5L9yFYufGYb8PF_NW9hQ6tlJaA.mHbsmpoX2QQP5MkKS37DuJurcSq-TRTl4t9co35Rt4w&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774939292&sr=8-119&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,fl oz,16.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Champú y acondicionador espumoso sin Agua para Perros, champú seco en Espuma sin Enjuague para Mascotas, champú hipoalergénico con Sabor Natural a Granada roja para Perros y Gatos, 10,15 oz",905.70,Hkpetty,amazon,https://www.amazon.com.mx/Hkpetty-acondicionador-espumoso-Enjuague-hipoalerg%C3%A9nico/dp/B0D97W3FNC/ref=sr_1_147?dib=eyJ2IjoiMSJ9.FlKBjr86anQHY6n2fpmr8TSPHxg6uj6J8GfwQtrWG-tPojksXJiJD7U1GvBonToTdyebc9qPmM0p6w8g1VlGMkU1fzdxca43TRF9ABbHmdWmNFeun0tThfmWCaXvg0mlbhIncH-NpLv0xP1qfI0PYuz4-_tXWqwFH5pAczlTn3CNn43GUpMZ6A8UFar25Bo1DlGnTLHMJIPfFFG6qiXn2JQOKTJdVgnAvtEYyjnXWJCvmRMagP8vUnfiSDxSTYPkTK4iKmIjcvC4iJBce5L9yFYufGYb8PF_NW9hQ6tlJaA.mHbsmpoX2QQP5MkKS37DuJurcSq-TRTl4t9co35Rt4w&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774939292&sr=8-147&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,fl oz,15.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Four Paws Magic Coat Waterless Dog Grooming Champú , 6oz",293.55,Four Paws,amazon,https://www.amazon.com.mx/Four-Paws-Waterless-Grooming-Shampoo/dp/B004HSQQWW/ref=sr_1_163?dib=eyJ2IjoiMSJ9.yWaEGKRHrlbqf0b_jQnlOkXNxfWBuY7KjDxeLLqq0Ng_RfbJ4I59KbFBBd0QGHUJvLxamsRHECb8N4nI58Vz39B--lvPG8Pgk38G7gGDSDyJ2x05fmNiIH0SR68pXLwbQSQd0chT7LqV84eySKkWYD7FwXoGnqUhVWq22ypaaLh0KdXhH8vRjb_m0moBjUr1PKRpwtLC20dA6aFxOgORNKF0Y6APKc-8V_Cw56gYvClqr2SL92ExQwc7tiKZv381bu4mJJm_mRqjQ2jad46eT1FBxOa_7KGGr8GuGgDdZ54.vfeEstXlhb1cyo3zeOuVHBmDL_YvCZ4uVisSs3rqVHI&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774939599&sr=8-163&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,fl oz,6.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,"Champú Seco Sin Agua para Perros | Desodorizante Y Refrescante para El Pelaje | Sin Talco, No Tóxico, Fabricado En EE. UU., con Avena Coloidal Y Aloe Vera - 45 G",776.09,Bloom Groom,amazon,https://www.amazon.com.mx/Bloom-Groom-Desodorizante-Refrescante-Fabricado/dp/B0F9XQ56ZQ/ref=sr_1_188?dib=eyJ2IjoiMSJ9.yWaEGKRHrlbqf0b_jQnlOkXNxfWBuY7KjDxeLLqq0Ng_RfbJ4I59KbFBBd0QGHUJvLxamsRHECb8N4nI58Vz39B--lvPG8Pgk38G7gGDSDyJ2x05fmNiIH0SR68pXLwbQSQd0chT7LqV84eySKkWYD7FwXoGnqUhVWq22ypaaLh0KdXhH8vRjb_m0moBjUr1PKRpwtLC20dA6aFxOgORNKF0Y6APKc-8V_Cw56gYvClqr2SL92ExQwc7tiKZv381bu4mJJm_mRqjQ2jad46eT1FBxOa_7KGGr8GuGgDdZ54.vfeEstXlhb1cyo3zeOuVHBmDL_YvCZ4uVisSs3rqVHI&dib_tag=se&keywords=lavado+en+seco+para+mascotas+shampoo&qid=1774939599&sr=8-188&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&xpid=_VNudOAsLeeSV,g,45.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,TropicleanShampoo en Seco de Limpieza Profunda con Aroma a Frutos Rojos para Gato,199.00,Tropiclean,petco,https://petco.com.mx/petco/en/MARCAS/Tropiclean/Tropiclean-Shampoo-en-Seco-de-Limpieza-Profunda-con-Aroma-a-Frutos-Rojos-para-Gato%2C-220-ml/p/129166,ml,220.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,Vet's BestShampoo en Seco Antipulgas para Perro,349.00,Vet's Best,petco,https://petco.com.mx/petco/en/App/Mascotas/Perro/Vet%27s-Best-Shampoo-en-Seco-Antipulgas-para-Perro%2C-236-ml/p/134431,ml,236.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,FurminatorShampoo Baño Seco en Aerosol para Perro,265.00,Furminator,petco,https://petco.com.mx/petco/en/PRODUCTOS/Perro/Salud-y-Bienestar/Grooming/Shampoos-y-Acondicionadores/Shampoo-en-Seco/Furminator-Shampoo-Ba%C3%B1o-Seco-en-Aerosol-para-Perro%2C-207-ml/p/153040,ml,207.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,Shampoo Seco Gato Consentido,99.00,Gato Consentido,chedraui,https://www.chedraui.com.mx/shampoo-seco-gato-consentido-150-ml-3739341/p,ml,150.0,B2C
2026-03-31,Pets,Pets,P1-Lavado en seco para mascotas,Eliminador de olores,Shampoo Grisi Seco Perro,119.00,Grisi,chedraui,https://www.chedraui.com.mx/shampoo-grisi-seco-perro-240ml-3773711/p,ml,240.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,"Ajax Limpiador Líquido Multiusos Mascotas, Ayuda a limpiar y desinfectar cualquier superficie, sin dañar la salud de las mascotas, Elimina olores, 2 L",73.00,AJAX,amazon,https://www.amazon.com.mx/Limpiador-Multiusos-desinfectar-cualquier-superficie/dp/B083MN8JX4/ref=sr_1_5?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-5,L,2.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,Lysol® Pet Solutions Spray Desinfectante Antibacterial para Superficies y eliminador de olores 425 g,132.80,Lysol,amazon,https://www.amazon.com.mx/Solutions-Desinfectante-Antibacterial-Superficies-eliminador/dp/B0C252LYDT/ref=sr_1_6?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-6,g,425.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,"Platina Plus - ELIMINADOR DE OLORES MASCOTAS - Ultra Concentrado - 100 Lavadas - Elimina Manchas - Para Exteriores, Interiores, Telas y Muebles (500ml)",290.00,PLATINA,amazon,https://www.amazon.com.mx/Platina-Plus-Concentrado-DESINFECTANTE-Superficies/dp/B0BPN22XQT/ref=sr_1_7?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-7&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,ml,500.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,"Desinfectante Natural para Áreas y Objetos de tu Mascota | Eliminador de olores mascotas | Natural (1, 250 ml)",149.61,Wuffresh,amazon,https://www.amazon.com.mx/Wuffresh-Desinfectante-Natural-Eliminador-mascotas/dp/B0FVJ66DN3/ref=sr_1_8?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-8&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,ml,250.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,Cesco Amigo | Limpiador Desinfectante Concentrado para Mascotas | Biodegradable | Libre de Cloro,399.00,CESCO,amazon,https://www.amazon.com.mx/Desinfectante-Concentrado-Biodegradable-Cesco-Amigo/dp/B0F1C11HZH/ref=sr_1_9?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-9&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,L,4.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,BIOCLEANSE Glisan Mascota Detergente para Quitar Malos Olores de Heces y Orina Sin Cloro Desinfectante de Superficies Biodegradable Limpieza Tapicería Colchones Ropa y Camas Aroma Verbena 5Litros,696.00,Company not found,amazon,https://www.amazon.com.mx/Mascotas-Detergente-Desinfectante-Superficies-Biodegradable/dp/B08FFCZNLF/ref=sr_1_13?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-13&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,L,5.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,Eliminador de Olores Mascotas 250ml | Con Enzimas y Microorganismos Activos | Elimina Mal Olor Perros Gatos | Muebles Alfombras Pisos Cama | AURA BENDITA Pet Odor Destroyer Limpiador Enzimático Perros,377.99,AURA BENDITA,amazon,https://www.amazon.com.mx/Eliminador-Microorganismos-AURA-BENDITA-Enzim%C3%A1tico/dp/B0DW4KQ93P/ref=sr_1_14?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-14,ml,250.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,Cloralex Mascotas Elimina Malos Olores 10 L,696.00,Cloralex,amazon,https://www.amazon.com.mx/Cloralex-Mascotas-10l/dp/B07WZ2KN1V/ref=sr_1_17?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-17,L,10.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,AURA BENDITA Limpiador de Patas para Perro 250ml | con Activo Humectante y Antibacterial | Limpia y Humecta Las Patitas y Almohadillas de Mascotas Golden Paws,269.99,Company not found,amazon,https://www.amazon.com.mx/AURA-BENDITA-Humectante-Antibacterial-Almohadillas/dp/B0DW4XKDP1/ref=sr_1_18?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-18,ml,250.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,"Nature's Miracle - Eliminador de Manchas y Olores de Perros - 946 ml - Fórmula Avanzada - Limpia las Manchas más Difíciles - Neutraliza Olores - Apto para Muebles, Alfombras, Suelos Duros y Tejidos",299.00,Nature's Miracle,amazon,https://www.amazon.com.mx/Natures-Miracle-Advanced-Stain-Eliminator/dp/B0723HRWJW/ref=sr_1_28?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-28,ml,946.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,Fancy Pets Deep Clean Limpiador Desinfectante Multiusos para Superficies y Transportadoras Contiene 1 Litro,164.00,Fancy Pets,amazon,https://www.amazon.com.mx/Dry-Pet-Limpiador-Desinfectante-Multiusos/dp/B07PNJS7MG/ref=sr_1_29?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-29&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,ml,1.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,Limpiador Enzimático Para Mascotas 4L | Elimina Manchas y Olores En Alfombras Tapetes Muebles y Pisos | Limpieza Hogar Segura Sin Tóxicos Ni Cloro | Ideal Para Dueños De Perros y Gatos,599.00,Alamazonas,amazon,https://www.amazon.com.mx/Limpiador-Enzim%C3%A1tico-Mascotas-Alfombras-Limpieza/dp/B0F22NVQS4/ref=sr_1_34?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-34&ufe=app_do%3Aamzn1.fos.db4f1a57-87f1-43c5-9a39-0cdca6036b57,L,4.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,"Spray Sanitizante Desinfectante y Desodorizante para Mascotas. Elimina Virus y Bacterias en Patas y Pelaje. Uso Diario, Dura más de 24 Horas. Libre de Alcohol. (975 ml)",407.00,Company not found,amazon,https://www.amazon.com.mx/FURkids-Sanitizante-Desinfectante-Desodorizante-Mascotas/dp/B0C63X721Q/ref=sr_1_37?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-37&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,ml,975.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,"Dr. Beckmann, Limpiador de Tapicería, Colchones, Remueve Manchas y Olores, Apto para Manchas de Mascotas, Sin Cloro, Calidad Alemana, 400 ml",199.99,Dr. Beckmann,amazon,https://www.amazon.com.mx/Dr-Beckmann-Limpiador-Tapicer%C3%ADa-Colchones/dp/B0BFXNPQJL/ref=sr_1_41?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-41,ml,400.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,"Spray Sanitizante Desinfectante y Desodorizante para Mascotas. Elimina Virus y Bacterias en Patas y Pelaje. Uso Diario, Dura más de 24 Horas. Libre de Alcohol. (125 ml)",197.00,Company not found,amazon,https://www.amazon.com.mx/FURkids-Sanitizante-Desinfectante-Desodorizante-Mascotas/dp/B0C62T8CCH/ref=sr_1_42?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-42&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,ml,125.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,Limpio + Desinfecto Tus Pisos Mascotas 4L Lavanda,207.00,GO MERAKI,amazon,https://www.amazon.com.mx/Limpio-Desinfecto-Pisos-Mascotas-Lavanda/dp/B093B26GNB/ref=sr_1_45?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-45&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,L,4.0,B2C
2026-03-31,Pets,Pets,P3-Desinfectante para mascotas,Desinfectante y limpiador,Biox Pets Spray Limpiador y Desinfectante para Mascotas 1 Litro | Neutralizador de Olores y Manchas | Seguro para Perros y Gatos | Uso en Hogar y Calidad Veterinaria,300.00,Company not found,amazon,https://www.amazon.com.mx/Limpiador-Desinfectante-Mascotas-Neutralizador-Veterinaria/dp/B0FPDPPDX6/ref=sr_1_46?dib=eyJ2IjoiMSJ9.lh0UU8myk0jhAGevHI23zxAH7PeJ0BGSs8d7oAWHvbDi6G6oZOiYUaCoGxe03CmJVsOd-3uCZublGUbQ1OvB_flLR8xVzoLA7M64W20PU4gLykuiOwSLLWt43av65_Npk5bVOA8rsqSPMbH00h6_5NeLw98Lcu_DVrBbdknI4s3PtEHbdWEzcin3B3LnYQdtiXvnHYKKGIf1zApc8Xl1aLOKcBJLlR9vcKtdPUXFjK07d9iv4M87cpu4x5nj7Kdrg4z24MWRjjQqmneWENYI8tPy3yzd6VLMNw83x6SlsWI.3IImeH9dweDs2G13cNIgzxvPpXRqAnskH4AwmYGcrXE&dib_tag=se&keywords=desinfectante+para+mascotas&qid=1774939955&sr=8-46&ufe=app_do%3Aamzn1.fos.db4f1a57-87f1-43c5-9a39-0cdca6036b57,L,1.0,B2C
